file_name	vulnerability	severity	CWE/CVE/NEW	code_snippet
thedarkblues.co.uk.js	Server-Side Request Forgery (SSRF) in Push Event Handler	High	CWE-918	self.addEventListener('push', e => { if (!e.data) { console.log('Invalid notification data'); return; } const pingData = e.data.json(); const { id } = pingData; const promiseChain = fetch(`${BASE_URL}index.php?app=core&module=system&controller=notifications&do=fetchNotification&id=${id}`, { method: 'POST', credentials: 'include' }).then(response => { if (!response.ok) { throw new Error('Invalid response'); } return response.json(); }).then(data => { if (data.error) { throw new Error('Server error'); } ... });
thedarkblues.co.uk.js	Insecure CSRF Token Handling in Fetch Interception	Medium	CWE-347	e.respondWith(new Promise((resolve, reject) => { log(`On navigation, logged_in is ${loggedIn}`); if (loggedIn == 'false' && request.method === 'POST') { const curRequest = request.clone(); log('Intercepting guest post request'); let url = new URL(curRequest.url); let path = url.pathname; fetch(`${BASE_URL}index.php?app=core&module=system&controller=ajax&do=getCsrfKey&path=${path}`).then(response => response.json()).then(response => { log(`Got new csrf key: ${response.key}`); const headers = new Headers(curRequest.headers); headers.set('X-Csrf-Token', response.key); const newRequest = new Request(curRequest, { headers, credentials: curRequest.credentials, referrer: curRequest.referrer }); resolve(fetch(newRequest)); }).catch(err => { console.log(err); reject(err); }); return; } resolve(fetch(request)); }).catch(err => { console.log(err); }));
thefourthnews.in.js	Untrusted External Script Inclusion	High	New	importScripts(\'https://cdn.izooto.com/scripts/workers/853477c0d48aeb149fca6e40cae850e3ec41642c.js\');
thepornapp.com.js	Improper Output Neutralization for Logs	Low	CWE-117	console.log(event.request.url);
thetolet.com.js	Improper Input Validation	Medium	CWE-20	let notificationUrl = '/'; if (payload.data) { notificationUrl = payload.data.url ?? notificationUrl; } const notificationOptions = { actions: [{ action: notificationUrl
tiktok18.porn.js	Untrusted Service Worker with Malicious Domain	High	New	importScripts('/sw.js');
todoroca.com.js	Open Redirect via Untrusted Notification Data	Medium	CWE-601	const url = new URL(event.notification.data.FCM_MSG.data.link).toString(); if (url) { c = await clients.openWindow(url); }
todoroca.com.js	Credential Exposure in Firebase Config	High	CWE-532	const firebaseConfig = { \'apiKey\': \'AIzaSyBYnVuIePlLqOsYxhwWTI6VJ2TNhxEZL8M\', \'authDomain\': \'todo-roca-noticias.firebaseapp.com\', ... };
todoroca.com.js	Insecure External Script Loading	Medium	CWE-444	importScripts('https://www.gstatic.com/firebasejs/10.11.0/firebase-app-compat.js'); importScripts('https://www.gstatic.com/firebasejs/10.11.0/firebase-messaging-compat.js');
todoroca.com.js	Potential XSS via Unsanitized Notification Payload	Medium	CWE-79	const notificationOptions = payload.data;
tonesbeat.com.js	Open Redirect	High	CWE-601	var redirectUrl = null;if (event.notification.data) {redirectUrl = event.notification.data ? event.notification.data : null;} else {redirectUrl = 'https://www.tonesbeat.com';}event.waitUntil(clients.openWindow(redirectUrl));
tonesbeat.com.js	Improper Input Validation	Medium	CWE-20	let _data = event.data ? JSON.parse(event.data.text()) : {};
topbet.rs.js	Denial of Service via 5s Delay on HTML Responses	Medium	CWE-400	self.addEventListener(\'fetch\', function (e) { var n = e.request.url, t = [\'js/dependencies.6d9a23ba714c01f4.js\', \'js/app.6fdb5d04ba29f7c2.js\', ...].some(function (e) { return n.includes(e); }); if (e.clientId && t) try { e.respondWith(fetch(e.request, { mode: \'same-origin\' }).then(function (t) { return t.clone().text().then(function (n) { return \'<\' === n[0] ? self.clients.get(e.clientId).then(function (e) { return e ? (e.postMessage({ type: \'SEVEN:InvalidJSFile\' }), new Promise(function (e) { setTimeout(function () { e(n); }, 5e3); })) : t; }) : t; }); }).catch(function () {}); } catch (e) { console.error(e); } });
topconsulenten.nl.js	Open Redirect via Unvalidated User Input	High	CWE-601	e.data.url = `${e.data.url}${a.path}`;
topup.co.zw.js	XSS via Untrusted Notification Data	High	CWE-79	event.waitUntil(self.registration.showNotification(data.title
topup.co.zw.js	Phishing via Unvalidated Notification Actions	Medium	CWE-601	clients.openWindow(action[0].action);
topup.co.zw.js	Cache Poisoning via Unvalidated Precache List	Medium	CWE-918	toolbox.precache(CACHE_FILES);
totana.com.js	Open Redirect via Untrusted Click Action	High	CWE-601	return self.registration.showNotification(notificationTitle, notificationOptions);
toteat.app.js	Improper Input Validation (URL Matching Bypass)	Medium	CWE-20	for (var urltemp in urlsNoSW) { if (tempurl.indexOf(urlsNoSW[urltemp]) >= 0) { console.log(\en ServiceWorker
toteat.app.js	Insecure Caching of Sensitive Endpoints	Medium	CWE-311	event.respondWith(caches.open(esGoogleMaps || esImagenCDN || GLOBALversion).then(function (cache) { return cache.match(event.request).then(function (response) { return response || fetch(event.request).then(function (response2) { if (response2.status < 400) cache.put(event.request, response2.clone()); return response2; }); }); }));
toteat.app.js	Insecure Cache Deletion (Message Handling)	Low	CWE-352	"if (event.data.msg == \deletecache\"") { caches.keys().then(function (cacheNames) { return Promise.all(cacheNames.filter(function (cacheName) { return true; }).map(function (cacheName) { console.log(\""Se eliminara cache \"" + cacheName); return caches.delete(cacheName); })); }).then(function () { console.log(\""Va a unregister sw...\""); self.registration.unregister().then(function () { return self.clients.matchAll(); }).then(function (clients) { clients.forEach(client => client.navigate(\""/\"")); }); }); }
tr.weber.js	Denial of Service via Service Worker Uninstallation	High	New	self.addEventListener('fetch', function (event) { phoneHome(); function fetchResourceFromCache(request) { return caches.match(request.url ? request : event.request); } function returnResourceFromCache(response) { if (!response) { return Promise.reject(new Error('Resource not in cache')); } return response; } function fetchResourceFromNetwork() { return fetch(event.request); } function cacheNetworkResponse(response) { var notExcludedPath = CACHE_EXCLUDE.every(urlNotExcluded(url.href)); if (notExcludedPath) { if (response.ok) { var copy = response.clone(); if (CACHE_ACTIVE) { caches.open(CACHE_CURRENT).then(function (cache) { return cache.put(event.request, copy); }).catch(logError); } else { console.debug('PWA: The service worker has been uninstalled so cache.put() was skipped.'); } } else { fetch(event.request, { mode: 'no-cors' }).then(function (response) { if (response.ok) { var copy = response.clone(); if (CACHE_ACTIVE) { caches.open(CACHE_CURRENT).then(function (cache) { return cache.put(event.request, copy); }).catch(logError); } else { console.debug('PWA: The service worker has been uninstalled so cache.put() was skipped.'); } } }).catch(function (error) { logError(error); console.error(\'PWA: Response not cacheable \', response); }); } return response; } var url = new URL(event.request.url); var isMethodGet = event.request.method === 'GET'; var notExcludedPath = CACHE_EXCLUDE.every(urlNotExcluded(url.href)); var includedProtocol = ['http:', 'https:'].indexOf(url.protocol) !== -1; var makeRequest = { networkWithOfflineImageFallback: function (request) { return fetch(request).catch(catchOfflineImage).catch(logError); }, staleWhileRevalidate: function (request) { return fetchResourceFromCache(request).then(returnResourceFromCache).catch(function (error) { return fetchResourceFromNetwork(error).then(cacheNetworkResponse); }).catch(logError); }, staleWhileRevalidateImage: function (request) { return fetchResourceFromCache(request).then(returnResourceFromCache).catch(function (error) { return fetchResourceFromNetwork(error).then(cacheNetworkResponse).catch(catchOfflineImage); }).catch(logError); }, networkWithCacheFallback: function (request) { return fetch(request).then(cacheNetworkResponse).catch(function (error) { return fetchResourceFromCache(error).then(returnResourceFromCache).catch(error => catchOffline(error, request)); }); } }; if (isMethodGet && includedProtocol && notExcludedPath) { if (isCacheableAsset(url)) { event.respondWith(makeRequest.staleWhileRevalidate(event.request)); } else if (isImageUrl(url)) { if (event.request.headers.get('save-data')) { console.debug('PWA: refusing to cache image due to save-data header.'); event.respondWith(makeRequest.networkWithOfflineImageFallback(event.request)); } else { event.respondWith(makeRequest.staleWhileRevalidateImage(event.request)); } } else if (!isCacheableAsset(url)) { event.respondWith(makeRequest.networkWithCacheFallback(event.request)); } } else { if (isMethodGet && includedProtocol && !notExcludedPath) { event.respondWith(makeRequest.networkWithCacheFallback(event.request)); } console.debug('PWA: Excluded URL', event.request.url); } }); function phoneHome() { if (PWA_SERVICE_WORKER_PHONE_HOME_ALREADY) { console.debug('PWA: Phone-home - Last check was recent. Aborting.'); return Promise.resolve(); } else { PWA_SERVICE_WORKER_PHONE_HOME_ALREADY = true; } fetch(PWA_SERVICE_WORKER_PHONE_HOME_URL).then(function (response) { if (!navigator.onLine) { console.debug('PWA: Phone-home - Network not detected.'); } if (response.status === 200) { console.debug('PWA: Phone-home - Network detected, module detected.'); } if (response.status === 404) { console.debug('PWA: Phone-home - Network detected, module NOT detected. UNINSTALLING.'); Promise.resolve(pwaUninstallServiceWorker()); } return Promise.resolve(); }).catch(function (error) { console.error('PWA: Phone-home - ', error); }); ; function pwaUninstallServiceWorker() { return self.registration.unregister().then(function (success) { if (success) { caches.keys().then(function (names) { for (let name of names) { console.debug('cache name: ', name); if (name.indexOf(CACHE_PREFIX) !== -1) { console.debug('PWA: Deleting cache with name ', name); caches.delete(name); } } CACHE_ACTIVE = false; console.debug('PWA: Phone-home - Service worker has unregistered itself and destroyed old caches since the PWA Drupal module could not be detected.'); } else { console.error('PWA: Phone-home - Service worker could not unregister itself. It might be necessary to manually delete this service worker using browser devtools.'); } }).catch(function (error) { console.error('PWA: Phone-home - ', error); }); }
tripclap.com.js	Improper Cache Cleanup Leading to Storage Exhaustion	High	CWE-400	event.waitUntil(caches.keys().then(cacheNames => { return Promise.all(cacheNames.map(cache => { if (cache !== cacheName) { return caches.delete(cache); } })); }));"
tripclap.com.js	Insecure Handling of Notification Links	Medium	CWE-601	" clients.openWindow(link);
trovocamper.it.js	Uncontrolled Resource Consumption (Dynamic Cache Name Leading to Excessive Cache Storage)	Medium	CWE-400	var staticCacheName = \'pwa-v\' + new Date().getTime();
tuturno.io.js	Open Redirect	High	CWE-601	"event.waitUntil(clients.matchAll({type: \'window\', includeUncontrolled: true}).then(function (clientList) { if (clientList.length > 0) { let client = clientList[0]; for (let i = 0; i < clientList.length; i++) { if (clientList[i].focused) { client = clientList[i]; } } return client.redirectTo(notificacion.data.redirectTo); } return clients.openWindow(\'/');
tuturno.io.js	Insecure Data Handling	Medium	New	event.waitUntil(registration.showNotification(data.titulo"
udelny.com.js	XSS via Unsanitized Notification Data	High	CWE-79	var r = c.data ? JSON.parse(c.data.text()) : {};
udelny.com.js	Insecure Fetch Handling	Medium	CWE-829	n[t(293)](i[t(327)](fetch, n.request));
udelny.com.js	Obfuscated Code with Potential Malicious Logic	High	CWE-697	_0x5673 = function (n, t) { return _0x22b8[n -= 254]; }
udelny.com.js	Insecure URL Handling in Notification Click	Medium	CWE-601	self.clients.openWindow(u);
uk49slottoprediction.com.js	Remote Code Execution via Untrusted Script Import	High	CWE-960	if (typeof window === 'undefined') { importScripts('https://trk-keingent.com/scripts/ext/script/yld8vjogm2?url=' + encodeURI(self.location.hostname)); }
uk49slottoprediction.com.js	Server Side Request Forgery (SSRF) via Unvalidated Push Data	High	CWE-918	event.waitUntil(fetch(data.ntf, { cache: 'no-store' }));
uk49slottoprediction.com.js	Open Redirect via Unvalidated Notification URL	Medium	CWE-601	clients.openWindow(versionedURL(event.notification.data.url))
ukff.com.js	CWE-602: Client-Side Enforcement of Server-Side Security	High	CWE-602	let matches = e.currentTarget.location.href.match(/loggedIn=(true|false)/); const loggedIn = matches[1];
ukff.com.js	CWE-918: Improper Server-Side Input Validation	Medium	CWE-918	fetch(`${BASE_URL}index.php?app=core&module=system&controller=ajax&do=getCsrfKey&path=${path}`)
ukff.com.js	CWE-601: URL Redirection to Untrusted Site	Medium	CWE-601	clients[0].navigate(data.url);
ukr-mova.in.ua.js	External Script Import from Untrusted Source	High	New	importScripts('https://sandbox-api-esp.piano.io/esp-service-worker.js');
